,tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,co2
199,2021-07-19,DKI1 (Bunderan HI),66,95,26,10,32,28,95,PM25,1200
200,2021-07-20,DKI1 (Bunderan HI),74,100,27,15,24,24,100,PM25,1800
201,2021-07-21,DKI1 (Bunderan HI),48,66,27,7,26,17,66,PM25,840
202,2021-07-22,DKI1 (Bunderan HI),53,76,31,9,24,26,76,PM25,1080
203,2021-07-23,DKI1 (Bunderan HI),58,80,26,9,27,28,80,PM25,1080
204,2021-07-24,DKI1 (Bunderan HI),53,79,26,13,21,34,79,PM25,1560
205,2021-07-25,DKI1 (Bunderan HI),70,108,25,23,28,38,108,PM25,2760
206,2021-07-26,DKI1 (Bunderan HI),65,95,27,14,17,32,95,PM25,1680
207,2021-07-27,DKI1 (Bunderan HI),61,91,29,10,23,28,91,PM25,1200
208,2021-07-28,DKI1 (Bunderan HI),68,102,31,13,20,30,102,PM25,1560
209,2021-07-29,DKI1 (Bunderan HI),59,85,28,13,24,32,85,PM25,1560
210,2021-07-30,DKI1 (Bunderan HI),73,105,29,12,39,35,105,PM25,1440
211,2021-07-31,DKI1 (Bunderan HI),54,72,26,7,27,24,72,PM25,840
212,2021-08-01,DKI1 (Bunderan HI),51,68,25,8,29,22,68,PM25,960
213,2021-08-02,DKI1 (Bunderan HI),47,63,24,10,25,28,63,PM25,1200
214,2021-08-03,DKI1 (Bunderan HI),50,68,26,11,19,35,68,PM25,1320
215,2021-08-04,DKI1 (Bunderan HI),52,70,29,8,24,26,70,PM25,960
216,2021-08-05,DKI1 (Bunderan HI),52,66,29,9,21,27,66,PM25,1080
217,2021-08-06,DKI1 (Bunderan HI),56,73,28,15,11,28,73,PM25,1800
218,2021-08-07,DKI1 (Bunderan HI),55,71,31,7,18,18,71,PM25,840
219,2021-08-08,DKI1 (Bunderan HI),53,69,33,6,23,16,69,PM25,720
220,2021-08-09,DKI1 (Bunderan HI),52,60,30,6,25,15,60,PM25,720
221,2021-08-10,DKI1 (Bunderan HI),32,50,25,7,29,16,50,PM25,840
222,2021-08-11,DKI1 (Bunderan HI),55,73,25,10,24,25,73,PM25,1200
223,2021-08-12,DKI1 (Bunderan HI),55,70,28,8,20,19,70,PM25,960
224,2021-08-13,DKI1 (Bunderan HI),56,75,28,10,17,28,75,PM25,1200
225,2021-08-14,DKI1 (Bunderan HI),65,92,30,15,24,36,92,PM25,1800
226,2021-08-15,DKI1 (Bunderan HI),56,72,31,8,17,20,72,PM25,960
227,2021-08-16,DKI1 (Bunderan HI),53,70,30,8,17,19,70,PM25,960
228,2021-08-17,DKI1 (Bunderan HI),56,77,28,13,26,22,77,PM25,1560
229,2021-08-18,DKI1 (Bunderan HI),59,78,25,11,27,26,78,PM25,1320
230,2021-08-19,DKI1 (Bunderan HI),60,89,31,15,24,35,89,PM25,1800
231,2021-08-20,DKI1 (Bunderan HI),58,84,29,11,32,34,84,PM25,1320
232,2021-08-21,DKI1 (Bunderan HI),59,80,25,13,26,35,80,PM25,1560
233,2021-08-22,DKI1 (Bunderan HI),59,81,28,14,25,28,81,PM25,1680
234,2021-08-23,DKI1 (Bunderan HI),56,77,28,10,25,27,77,PM25,1200
235,2021-08-24,DKI1 (Bunderan HI),59,87,27,12,32,30,87,PM25,1440
236,2021-08-25,DKI1 (Bunderan HI),62,89,26,12,34,34,89,PM25,1440
237,2021-08-26,DKI1 (Bunderan HI),56,77,27,10,22,33,77,PM25,1200
238,2021-08-27,DKI1 (Bunderan HI),62,89,30,11,25,31,89,PM25,1320
239,2021-08-28,DKI1 (Bunderan HI),65,93,26,11,40,27,93,PM25,1320
240,2021-08-29,DKI1 (Bunderan HI),65,96,28,12,30,29,96,PM25,1440
241,2021-08-30,DKI1 (Bunderan HI),79,112,27,17,39,41,112,PM25,2040
242,2021-08-31,DKI1 (Bunderan HI),64,86,27,12,35,33,86,PM25,1440
243,2021-09-01,DKI1 (Bunderan HI),63,88,29,15,24,38,88,PM25,1800
244,2021-09-02,DKI1 (Bunderan HI),60,83,29,11,30,28,83,PM25,1320
245,2021-09-03,DKI1 (Bunderan HI),60,82,27,11,37,30,82,PM25,1320
246,2021-09-04,DKI1 (Bunderan HI),58,77,26,10,31,28,77,PM25,1200
247,2021-09-05,DKI1 (Bunderan HI),63,85,27,11,28,28,85,PM25,1320
248,2021-09-06,DKI1 (Bunderan HI),68,92,31,11,26,24,92,PM25,1320
249,2021-09-07,DKI1 (Bunderan HI),52,65,28,9,19,24,65,PM25,1080
250,2021-09-08,DKI1 (Bunderan HI),53,76,25,16,23,34,76,PM25,1920
251,2021-09-09,DKI1 (Bunderan HI),45,62,25,12,27,31,62,PM25,1440
252,2021-09-10,DKI1 (Bunderan HI),51,66,27,10,25,32,66,PM25,1200
253,2021-09-11,DKI1 (Bunderan HI),66,93,32,12,34,41,93,PM25,1440
254,2021-09-12,DKI1 (Bunderan HI),61,80,26,10,28,27,80,PM25,1200
255,2021-09-13,DKI1 (Bunderan HI),51,64,29,8,23,21,64,PM25,960
256,2021-09-14,DKI1 (Bunderan HI),31,42,24,8,20,19,42,PM25,960
257,2021-09-15,DKI1 (Bunderan HI),54,81,29,20,20,45,81,PM25,2400
258,2021-09-16,DKI1 (Bunderan HI),48,65,29,9,23,24,65,PM25,1080
259,2021-09-17,DKI1 (Bunderan HI),42,66,29,7,26,20,66,PM25,840
260,2021-09-18,DKI1 (Bunderan HI),50,73,29,8,23,22,73,PM25,960
261,2021-09-19,DKI1 (Bunderan HI),53,78,26,8,33,19,78,PM25,960
262,2021-09-20,DKI1 (Bunderan HI),51,69,27,10,25,34,69,PM25,1200
263,2021-09-21,DKI1 (Bunderan HI),55,81,28,11,29,36,81,PM25,1320
264,2021-09-22,DKI1 (Bunderan HI),57,80,29,11,24,32,80,PM25,1320
265,2021-09-23,DKI1 (Bunderan HI),54,80,29,8,27,22,80,PM25,960
266,2021-09-24,DKI1 (Bunderan HI),57,74,34,8,20,26,74,PM25,960
267,2021-09-25,DKI1 (Bunderan HI),49,67,31,7,24,20,67,PM25,840
268,2021-09-26,DKI1 (Bunderan HI),52,72,28,6,28,19,72,PM25,720
269,2021-09-27,DKI1 (Bunderan HI),51,72,27,12,22,33,72,PM25,1440
270,2021-09-28,DKI1 (Bunderan HI),45,63,25,9,24,28,63,PM25,1080
271,2021-09-29,DKI1 (Bunderan HI),54,76,26,12,29,38,76,PM25,1440
272,2021-09-30,DKI1 (Bunderan HI),63,94,27,13,38,37,94,PM25,1560
273,2021-10-01,DKI1 (Bunderan HI),57,81,30,11,32,38,81,PM25,1320
274,2021-10-02,DKI1 (Bunderan HI),67,99,32,11,30,35,99,PM25,1320
275,2021-10-03,DKI1 (Bunderan HI),70,85,29,10,28,28,85,PM25,1200
276,2021-10-04,DKI1 (Bunderan HI),58,82,30,11,34,29,82,PM25,1320
277,2021-10-05,DKI1 (Bunderan HI),55,76,29,11,30,33,76,PM25,1320
278,2021-10-06,DKI1 (Bunderan HI),60,83,38,10,26,35,83,PM25,1200
279,2021-10-07,DKI1 (Bunderan HI),45,62,29,9,21,28,62,PM25,1080
280,2021-10-08,DKI1 (Bunderan HI),54,77,33,11,24,35,77,PM25,1320
281,2021-10-09,DKI1 (Bunderan HI),52,69,27,9,32,29,69,PM25,1080
282,2021-10-10,DKI1 (Bunderan HI),58,83,26,9,38,26,83,PM25,1080
283,2021-10-11,DKI1 (Bunderan HI),59,80,29,10,35,30,80,PM25,1200
284,2021-10-12,DKI1 (Bunderan HI),56,76,37,9,23,35,76,PM25,1080
285,2021-10-13,DKI1 (Bunderan HI),52,67,28,8,25,31,67,PM25,960
286,2021-10-14,DKI1 (Bunderan HI),64,90,33,11,35,35,90,PM25,1320
287,2021-10-15,DKI1 (Bunderan HI),75,106,29,12,34,37,106,PM25,1440
288,2021-10-16,DKI1 (Bunderan HI),66,95,28,15,32,44,95,PM25,1800
289,2021-10-17,DKI1 (Bunderan HI),65,93,34,11,36,30,93,PM25,1320
290,2021-10-18,DKI1 (Bunderan HI),44,55,25,9,19,26,55,PM25,1080
291,2021-10-19,DKI1 (Bunderan HI),41,58,29,14,15,30,58,PM25,1680
292,2021-10-20,DKI1 (Bunderan HI),33,53,29,10,21,27,53,PM25,1200
293,2021-10-21,DKI1 (Bunderan HI),45,65,25,9,28,32,65,PM25,1080
294,2021-10-22,DKI1 (Bunderan HI),64,95,31,18,19,48,95,PM25,2160
295,2021-10-23,DKI1 (Bunderan HI),57,83,29,10,20,36,83,PM25,1200
296,2021-10-24,DKI1 (Bunderan HI),58,85,27,11,28,36,85,PM25,1320
297,2021-10-25,DKI1 (Bunderan HI),62,95,27,14,33,37,95,PM25,1680
298,2021-10-26,DKI1 (Bunderan HI),55,78,29,14,23,43,78,PM25,1680
299,2021-10-27,DKI1 (Bunderan HI),55,76,29,15,22,39,76,PM25,1800
300,2021-10-28,DKI1 (Bunderan HI),51,69,28,16,22,39,69,PM25,1920
301,2021-10-29,DKI1 (Bunderan HI),50,64,31,19,18,35,64,PM25,2280
302,2021-10-30,DKI1 (Bunderan HI),48,68,31,12,25,40,68,PM25,1440
303,2021-10-31,DKI1 (Bunderan HI),53,70,27,11,32,32,70,PM25,1320
304,2021-11-01,DKI1 (Bunderan HI),58,85,32,16,22,41,85,PM25,1920
305,2021-11-02,DKI1 (Bunderan HI),50,63,29,14,22,35,63,PM25,1680
306,2021-11-03,DKI1 (Bunderan HI),49,63,33,13,21,38,63,PM25,1560
307,2021-11-04,DKI1 (Bunderan HI),57,83,30,17,34,47,83,PM25,2040
308,2021-11-05,DKI1 (Bunderan HI),56,75,31,19,18,46,75,PM25,2280
309,2021-11-06,DKI1 (Bunderan HI),55,72,30,13,22,40,72,PM25,1560
310,2021-11-07,DKI1 (Bunderan HI),38,56,27,8,23,25,56,PM25,960
311,2021-11-08,DKI1 (Bunderan HI),38,55,29,18,15,32,55,PM25,2160
312,2021-11-09,DKI1 (Bunderan HI),55,73,32,14,17,38,73,PM25,1680
313,2021-11-10,DKI1 (Bunderan HI),38,55,28,10,16,25,55,PM25,1200
314,2021-11-11,DKI1 (Bunderan HI),41,55,48,12,13,15,55,PM25,1440
315,2021-11-12,DKI1 (Bunderan HI),32,49,31,10,16,9,49,PM25,1200
316,2021-11-13,DKI1 (Bunderan HI),51,70,36,16,27,12,70,PM25,1920
