,tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,co2
317,2021-11-14,DKI1 (Bunderan HI),42,53,29,11,18,7,53,PM25,1320
318,2021-11-15,DKI1 (Bunderan HI),27,39,30,8,16,7,39,PM25,960
319,2021-11-16,DKI1 (Bunderan HI),31,47,31,8,11,6,47,PM25,960
320,2021-11-17,DKI1 (Bunderan HI),55,71,50,13,15,9,71,PM25,1560
321,2021-11-18,DKI1 (Bunderan HI),55,75,43,18,19,13,75,PM25,2160
322,2021-11-19,DKI1 (Bunderan HI),28,40,31,7,16,5,40,PM25,840
323,2021-11-20,DKI1 (Bunderan HI),28,44,33,7,13,6,44,PM25,840
324,2021-11-21,DKI1 (Bunderan HI),41,54,33,15,16,6,54,PM25,1800
325,2021-11-22,DKI1 (Bunderan HI),27,33,32,7,14,5,33,PM25,840
326,2021-11-23,DKI1 (Bunderan HI),20,30,32,7,13,5,32,SO2,840
327,2021-11-24,DKI1 (Bunderan HI),23,35,30,8,12,6,35,PM25,960
328,2021-11-25,DKI1 (Bunderan HI),39,57,34,10,11,7,57,PM25,1200
329,2021-11-26,DKI1 (Bunderan HI),34,56,32,12,9,7,56,PM25,1440
330,2021-11-27,DKI1 (Bunderan HI),30,37,30,10,8,5,37,PM25,1200
331,2021-11-28,DKI1 (Bunderan HI),19,20,29,5,14,4,29,SO2,600
332,2021-11-29,DKI1 (Bunderan HI),23,28,30,7,12,5,30,SO2,840
333,2021-11-30,DKI1 (Bunderan HI),29,50,31,9,18,7,50,PM25,1080
334,2021-12-01,DKI1 (Bunderan HI),49,65,33,13,15,12,65,PM25,1560
335,2021-12-02,DKI1 (Bunderan HI),28,34,31,7,15,5,34,PM25,840
336,2021-12-03,DKI1 (Bunderan HI),49,31,9,19,7,49,PM25,BAIK,2280
337,2021-12-04,DKI1 (Bunderan HI),39,52,35,13,15,9,52,PM25,1560
338,2021-12-05,DKI1 (Bunderan HI),41,57,39,15,15,9,57,PM25,1800
339,2021-12-06,DKI1 (Bunderan HI),60,81,55,23,18,11,81,PM25,2760
340,2021-12-07,DKI1 (Bunderan HI),30,31,34,12,16,9,34,SO2,1440
341,2021-12-08,DKI1 (Bunderan HI),45,60,33,17,18,10,60,PM25,2040
342,2021-12-09,DKI1 (Bunderan HI),33,50,36,10,21,11,50,PM25,1200
343,2021-12-10,DKI1 (Bunderan HI),46,59,43,14,19,12,59,PM25,1680
344,2021-12-11,DKI1 (Bunderan HI),28,43,33,8,24,9,43,PM25,960
345,2021-12-12,DKI1 (Bunderan HI),44,57,32,17,15,7,57,PM25,2040
346,2021-12-13,DKI1 (Bunderan HI),31,46,34,10,13,6,46,PM25,1200
347,2021-12-14,DKI1 (Bunderan HI),46,61,46,15,16,10,61,PM25,1800
348,2021-12-15,DKI1 (Bunderan HI),58,75,43,19,20,14,75,PM25,2280
349,2021-12-16,DKI1 (Bunderan HI),56,74,39,20,24,16,74,PM25,2400
350,2021-12-17,DKI1 (Bunderan HI),53,71,42,18,24,15,71,PM25,2160
351,2021-12-18,DKI1 (Bunderan HI),51,63,39,18,22,10,63,PM25,2160
352,2021-12-19,DKI1 (Bunderan HI),58,81,38,24,33,15,81,PM25,2880
353,2021-12-20,DKI1 (Bunderan HI),52,63,39,13,23,11,63,PM25,1560
354,2021-12-21,DKI1 (Bunderan HI),52,74,41,19,22,17,74,PM25,2280
355,2021-12-22,DKI1 (Bunderan HI),63,85,56,28,25,19,85,PM25,3360
356,2021-12-23,DKI1 (Bunderan HI),56,77,57,18,20,18,77,PM25,2160
357,2021-12-24,DKI1 (Bunderan HI),34,52,53,15,17,11,53,SO2,1800
358,2021-12-25,DKI1 (Bunderan HI),53,68,56,17,17,9,68,PM25,2040
359,2021-12-26,DKI1 (Bunderan HI),35,53,51,11,22,10,53,PM25,1320
360,2021-12-27,DKI1 (Bunderan HI),52,71,61,15,20,15,71,PM25,1800
361,2021-12-28,DKI1 (Bunderan HI),51,65,53,15,18,13,65,PM25,1800
362,2021-12-29,DKI1 (Bunderan HI),31,49,54,10,24,11,54,SO2,1200
363,2021-12-30,DKI1 (Bunderan HI),55,71,53,16,23,14,71,PM25,1920
364,2021-12-31,DKI1 (Bunderan HI),62,85,52,23,20,14,85,PM25,2760
365,2022-01-01,DKI1 (Bunderan HI),38,53,29,6,31,13,53,PM25,720
366,2022-01-02,DKI1 (Bunderan HI),27,46,27,7,47,7,47,O3,840
367,2022-01-03,DKI1 (Bunderan HI),44,58,25,7,40,13,58,PM25,840
368,2022-01-04,DKI1 (Bunderan HI),30,48,24,4,32,7,48,PM25,480
369,2022-01-05,DKI1 (Bunderan HI),38,53,24,6,31,9,53,PM25,720
370,2022-01-06,DKI1 (Bunderan HI),41,58,23,13,46,13,58,PM25,1560
371,2022-01-07,DKI1 (Bunderan HI),35,47,22,6,39,10,47,PM25,720
372,2022-01-08,DKI1 (Bunderan HI),37,54,26,16,17,10,54,PM25,1920
373,2022-01-09,DKI1 (Bunderan HI),47,61,16,27,22,12,61,PM25,3240
374,2022-01-10,DKI1 (Bunderan HI),23,25,16,11,33,8,33,O3,1320
375,2022-01-11,DKI1 (Bunderan HI),38,54,17,14,27,10,54,PM25,1680
376,2022-01-12,DKI1 (Bunderan HI),29,50,20,12,26,15,50,PM25,1440
377,2022-01-13,DKI1 (Bunderan HI),34,44,17,13,20,9,44,PM25,1560
378,2022-01-14,DKI1 (Bunderan HI),36,57,15,15,26,13,57,PM25,1800
379,2022-01-15,DKI1 (Bunderan HI),42,62,14,15,32,12,62,PM25,1800
380,2022-01-16,DKI1 (Bunderan HI),52,73,15,17,25,14,73,PM25,2040
381,2022-01-17,DKI1 (Bunderan HI),52,71,17,15,26,14,71,PM25,1800
382,2022-01-18,DKI1 (Bunderan HI),40,52,16,11,26,12,52,PM25,1320
383,2022-01-19,DKI1 (Bunderan HI),31,41,13,12,25,12,41,PM25,1440
384,2022-01-20,DKI1 (Bunderan HI),35,34,12,12,22,13,35,PM10,1440
385,2022-01-21,DKI1 (Bunderan HI),43,51,13,14,28,15,51,PM25,1680
386,2022-01-22,DKI1 (Bunderan HI),49,63,14,14,28,15,63,PM25,1680
387,2022-01-23,DKI1 (Bunderan HI),72,108,14,43,44,20,108,PM25,5160
388,2022-01-24,DKI1 (Bunderan HI),33,48,12,14,23,10,48,PM25,1680
389,2022-01-25,DKI1 (Bunderan HI),56,82,13,29,62,15,82,PM25,3480
390,2022-01-26,DKI1 (Bunderan HI),52,70,14,19,28,13,70,PM25,2280
391,2022-01-27,DKI1 (Bunderan HI),20,20,13,10,19,8,20,PM10,1200
392,2022-01-28,DKI1 (Bunderan HI),27,41,14,18,17,11,41,PM25,2160
393,2022-01-29,DKI1 (Bunderan HI),30,53,16,17,24,11,53,PM25,2040
394,2022-01-30,DKI1 (Bunderan HI),27,37,13,16,24,12,37,PM25,1920
395,2022-01-31,DKI1 (Bunderan HI),36,51,13,16,26,10,51,PM25,1920
396,2022-02-01,DKI1 (Bunderan HI),59,79,21,26,15,31,79,PM25,3120
397,2022-02-02,DKI1 (Bunderan HI),30,46,21,14,16,24,46,PM25,1680
398,2022-02-03,DKI1 (Bunderan HI),23,33,19,11,14,19,33,PM25,1320
399,2022-02-04,DKI1 (Bunderan HI),36,53,23,14,12,24,53,PM25,1680
400,2022-02-05,DKI1 (Bunderan HI),29,36,20,14,12,21,36,PM25,1680
401,2022-02-06,DKI1 (Bunderan HI),27,34,21,8,21,15,34,PM25,960
402,2022-02-07,DKI1 (Bunderan HI),25,23,19,7,19,12,25,PM10,840
403,2022-02-08,DKI1 (Bunderan HI),24,26,19,10,18,17,26,PM25,1200
404,2022-02-09,DKI1 (Bunderan HI),33,40,22,12,14,22,40,PM25,1440
405,2022-02-10,DKI1 (Bunderan HI),32,38,21,10,12,16,38,PM25,1200
406,2022-02-11,DKI1 (Bunderan HI),26,37,23,13,9,17,37,PM25,1560
407,2022-02-12,DKI1 (Bunderan HI),41,52,26,16,10,16,52,PM25,1920
408,2022-02-13,DKI1 (Bunderan HI),25,37,20,9,19,16,37,PM25,1080
409,2022-02-14,DKI1 (Bunderan HI),33,47,18,11,19,19,47,PM25,1320
410,2022-02-15,DKI1 (Bunderan HI),34,47,20,13,17,25,47,PM25,1560
411,2022-02-16,DKI1 (Bunderan HI),26,28,18,11,18,26,28,PM25,1320
412,2022-02-17,DKI1 (Bunderan HI),39,57,23,23,12,33,57,PM25,2760
413,2022-02-18,DKI1 (Bunderan HI),43,59,29,13,12,29,59,PM25,1560
414,2022-02-19,DKI1 (Bunderan HI),29,41,19,20,12,23,41,PM25,2400
415,2022-02-20,DKI1 (Bunderan HI),30,38,18,11,18,20,38,PM25,1320
416,2022-02-21,DKI1 (Bunderan HI),31,45,18,10,16,17,45,PM25,1200
417,2022-02-22,DKI1 (Bunderan HI),51,67,20,18,11,23,67,PM25,2160
418,2022-02-23,DKI1 (Bunderan HI),50,64,22,11,20,23,64,PM25,1320
419,2022-02-24,DKI1 (Bunderan HI),30,42,22,10,9,16,42,PM25,1200
420,2022-02-25,DKI1 (Bunderan HI),31,48,26,12,14,17,48,PM25,1440
421,2022-02-26,DKI1 (Bunderan HI),29,38,18,13,18,20,38,PM25,1560
422,2022-02-27,DKI1 (Bunderan HI),49,67,23,15,17,31,67,PM25,1800
423,2022-02-28,DKI1 (Bunderan HI),43,60,19,12,19,18,60,PM25,1440
424,2022-03-01,DKI1 (Bunderan HI),37,60,20,12,12,17,60,PM25,1440
425,2022-03-02,DKI1 (Bunderan HI),38,55,20,15,14,28,55,PM25,1800
426,2022-03-03,DKI1 (Bunderan HI),49,67,19,21,17,35,67,PM25,2520
427,2022-03-04,DKI1 (Bunderan HI),51,75,22,18,19,31,75,PM25,2160
428,2022-03-05,DKI1 (Bunderan HI),52,69,20,16,16,30,69,PM25,1920
429,2022-03-06,DKI1 (Bunderan HI),51,73,20,22,15,37,73,PM25,2640
430,2022-03-07,DKI1 (Bunderan HI),57,88,23,23,19,31,88,PM25,2760
431,2022-03-08,DKI1 (Bunderan HI),47,63,21,16,11,19,63,PM25,1920
432,2022-03-09,DKI1 (Bunderan HI),36,50,23,15,10,22,50,PM25,1800
433,2022-03-10,DKI1 (Bunderan HI),45,65,20,20,14,27,65,PM25,2400
434,2022-03-11,DKI1 (Bunderan HI),27,35,19,9,15,21,35,PM25,1080
435,2022-03-12,DKI1 (Bunderan HI),44,58,24,12,13,25,58,PM25,1440
436,2022-03-13,DKI1 (Bunderan HI),37,62,27,13,13,25,62,PM25,1560
437,2022-03-14,DKI1 (Bunderan HI),39,60,23,14,10,19,60,PM25,1680
438,2022-03-15,DKI1 (Bunderan HI),45,70,29,18,13,34,70,PM25,2160
439,2022-03-16,DKI1 (Bunderan HI),55,80,32,13,21,36,80,PM25,1560
440,2022-03-17,DKI1 (Bunderan HI),59,93,25,19,20,45,93,PM25,2280
441,2022-03-18,DKI1 (Bunderan HI),64,102,30,15,25,40,102,PM25,1800
442,2022-03-19,DKI1 (Bunderan HI),60,88,29,14,24,35,88,PM25,1680
443,2022-03-20,DKI1 (Bunderan HI),55,80,28,16,19,31,80,PM25,1920
444,2022-03-21,DKI1 (Bunderan HI),43,55,21,11,18,17,55,PM25,1320
445,2022-03-22,DKI1 (Bunderan HI),38,61,21,13,14,18,61,PM25,1560
446,2022-03-23,DKI1 (Bunderan HI),37,54,23,11,12,16,54,PM25,1320
447,2022-03-24,DKI1 (Bunderan HI),32,53,21,10,9,15,53,PM25,1200
448,2022-03-25,DKI1 (Bunderan HI),25,47,22,9,14,17,47,PM25,1080
449,2022-03-26,DKI1 (Bunderan HI),50,69,23,19,19,28,69,PM25,2280
450,2022-03-27,DKI1 (Bunderan HI),53,71,29,13,18,33,71,PM25,1560
451,2022-03-28,DKI1 (Bunderan HI),54,75,20,15,31,31,75,PM25,1800
452,2022-03-29,DKI1 (Bunderan HI),55,77,19,19,21,37,77,PM25,2280
453,2022-03-30,DKI1 (Bunderan HI),53,69,24,15,14,30,69,PM25,1800
454,2022-03-31,DKI1 (Bunderan HI),43,57,22,13,15,23,57,PM25,1560
455,2022-04-01,DKI1 (Bunderan HI),26,42,22,11,13,19,42,PM25,1320
456,2022-04-02,DKI1 (Bunderan HI),41,54,27,11,17,19,54,PM25,1320
457,2022-04-03,DKI1 (Bunderan HI),25,42,20,8,18,22,42,PM25,960
458,2022-04-04,DKI1 (Bunderan HI),57,78,21,23,14,33,78,PM25,2760
459,2022-04-05,DKI1 (Bunderan HI),52,69,22,15,18,27,69,PM25,1800
460,2022-04-06,DKI1 (Bunderan HI),33,55,27,10,14,18,55,PM25,1200
461,2022-04-07,DKI1 (Bunderan HI),30,47,25,11,13,19,47,PM25,1320
462,2022-04-08,DKI1 (Bunderan HI),38,55,33,12,13,22,55,PM25,1440
463,2022-04-09,DKI1 (Bunderan HI),54,69,26,14,15,28,69,PM25,1680
464,2022-04-10,DKI1 (Bunderan HI),48,66,23,13,17,29,66,PM25,1560
465,2022-04-11,DKI1 (Bunderan HI),45,68,31,12,25,31,68,PM25,1440
466,2022-04-12,DKI1 (Bunderan HI),55,69,26,20,15,31,69,PM25,2400
467,2022-04-13,DKI1 (Bunderan HI),55,68,23,18,21,40,68,PM25,2160
468,2022-04-14,DKI1 (Bunderan HI),51,71,27,15,25,32,71,PM25,1800
469,2022-04-15,DKI1 (Bunderan HI),56,74,24,24,21,40,74,PM25,2880
470,2022-04-16,DKI1 (Bunderan HI),55,76,24,20,16,42,76,PM25,2400
471,2022-04-17,DKI1 (Bunderan HI),65,101,24,19,19,41,101,PM25,2280
472,2022-04-18,DKI1 (Bunderan HI),57,79,24,11,25,26,79,PM25,1320
473,2022-04-19,DKI1 (Bunderan HI),63,92,25,14,26,30,92,PM25,1680
474,2022-04-20,DKI1 (Bunderan HI),56,83,25,12,21,30,83,PM25,1440
475,2022-04-21,DKI1 (Bunderan HI),63,87,24,19,14,37,87,PM25,2280
476,2022-04-22,DKI1 (Bunderan HI),54,81,25,14,23,40,81,PM25,1680
477,2022-04-23,DKI1 (Bunderan HI),66,99,25,16,21,42,99,PM25,1920
478,2022-04-24,DKI1 (Bunderan HI),66,99,23,18,30,40,99,PM25,2160
479,2022-04-25,DKI1 (Bunderan HI),63,86,24,15,17,36,86,PM25,1800
480,2022-04-26,DKI1 (Bunderan HI),56,79,26,10,22,24,79,PM25,1200
481,2022-04-27,DKI1 (Bunderan HI),62,94,26,12,23,28,94,PM25,1440
482,2022-04-28,DKI1 (Bunderan HI),54,77,21,15,21,34,77,PM25,1800
483,2022-04-29,DKI1 (Bunderan HI),57,71,23,17,18,38,71,PM25,2040
484,2022-04-30,DKI1 (Bunderan HI),61,84,23,18,20,42,84,PM25,2160
485,2022-05-01,DKI1 (Bunderan HI),52,71,23,10,20,33,71,PM25,1200
486,2022-05-02,DKI1 (Bunderan HI),50,67,22,9,18,17,67,PM25,1080
487,2022-05-03,DKI1 (Bunderan HI),53,70,26,10,20,20,70,PM25,1200
488,2022-05-04,DKI1 (Bunderan HI),59,77,31,14,14,26,77,PM25,1680
489,2022-05-05,DKI1 (Bunderan HI),58,82,22,18,14,38,82,PM25,2160
490,2022-05-06,DKI1 (Bunderan HI),49,65,19,16,18,38,65,PM25,1920
491,2022-05-07,DKI1 (Bunderan HI),54,70,20,26,19,45,70,PM25,3120
492,2022-05-08,DKI1 (Bunderan HI),52,69,20,12,19,28,69,PM25,1440
493,2022-05-09,DKI1 (Bunderan HI),41,57,18,9,26,21,57,PM25,1080
494,2022-05-10,DKI1 (Bunderan HI),47,69,19,10,25,21,69,PM25,1200
495,2022-05-11,DKI1 (Bunderan HI),60,88,24,12,25,24,88,PM25,1440
496,2022-05-12,DKI1 (Bunderan HI),59,79,21,10,25,21,79,PM25,1200
497,2022-05-13,DKI1 (Bunderan HI),70,110,24,14,24,20,110,PM25,1680
498,2022-05-14,DKI1 (Bunderan HI),52,72,24,8,25,14,72,PM25,960
499,2022-05-15,DKI1 (Bunderan HI),51,67,26,11,20,19,67,PM25,1320
500,2022-05-16,DKI1 (Bunderan HI),51,65,23,8,20,16,65,PM25,960
501,2022-05-17,DKI1 (Bunderan HI),47,65,22,11,24,24,65,PM25,1320
502,2022-05-18,DKI1 (Bunderan HI),40,54,24,10,23,26,54,PM25,1200
503,2022-05-19,DKI1 (Bunderan HI),52,69,23,17,19,36,69,PM25,2040
504,2022-05-20,DKI1 (Bunderan HI),57,79,24,12,23,27,79,PM25,1440
505,2022-05-21,DKI1 (Bunderan HI),52,76,24,15,22,34,76,PM25,1800
506,2022-05-22,DKI1 (Bunderan HI),56,79,22,16,28,36,79,PM25,1920
507,2022-05-23,DKI1 (Bunderan HI),60,91,24,21,27,37,91,PM25,2520
508,2022-05-24,DKI1 (Bunderan HI),74,108,22,20,23,38,108,PM25,2400
509,2022-05-25,DKI1 (Bunderan HI),44,60,23,15,23,35,60,PM25,1800
510,2022-05-26,DKI1 (Bunderan HI),56,77,27,11,21,24,77,PM25,1320
511,2022-05-27,DKI1 (Bunderan HI),51,64,27,8,16,20,64,PM25,960
512,2022-05-28,DKI1 (Bunderan HI),54,70,29,12,16,24,70,PM25,1440
513,2022-05-29,DKI1 (Bunderan HI),56,76,23,14,17,32,76,PM25,1680
514,2022-05-30,DKI1 (Bunderan HI),47,61,24,16,18,29,61,PM25,1920
515,2022-05-31,DKI1 (Bunderan HI),55,73,21,15,19,33,73,PM25,1800
516,2022-06-01,DKI1 (Bunderan HI),59,83,22,18,19,35,83,PM25,2160
517,2022-06-02,DKI1 (Bunderan HI),59,84,21,20,24,38,84,PM25,2400
518,2022-06-03,DKI1 (Bunderan HI),54,76,22,20,17,41,76,PM25,2400
519,2022-06-04,DKI1 (Bunderan HI),63,87,20,13,14,30,87,PM25,1560
520,2022-06-05,DKI1 (Bunderan HI),59,79,23,20,19,38,79,PM25,2400
521,2022-06-06,DKI1 (Bunderan HI),59,83,22,15,19,32,83,PM25,1800
522,2022-06-07,DKI1 (Bunderan HI),52,72,24,13,28,31,72,PM25,1560
523,2022-06-08,DKI1 (Bunderan HI),58,80,26,16,24,38,80,PM25,1920
524,2022-06-09,DKI1 (Bunderan HI),58,77,24,14,23,34,77,PM25,1680
525,2022-06-10,DKI1 (Bunderan HI),66,89,23,23,18,47,89,PM25,2760
526,2022-06-11,DKI1 (Bunderan HI),59,77,22,15,23,40,77,PM25,1800
527,2022-06-12,DKI1 (Bunderan HI),57,77,24,17,27,35,77,PM25,2040
528,2022-06-13,DKI1 (Bunderan HI),51,70,23,14,25,25,70,PM25,1680
529,2022-06-14,DKI1 (Bunderan HI),58,82,25,13,22,26,82,PM25,1560
530,2022-06-15,DKI1 (Bunderan HI),62,86,31,13,17,29,86,PM25,1560
531,2022-06-16,DKI1 (Bunderan HI),56,74,39,18,13,35,74,PM25,2160
532,2022-06-17,DKI1 (Bunderan HI),56,80,28,25,17,39,80,PM25,3000
533,2022-06-18,DKI1 (Bunderan HI),64,84,29,17,16,34,84,PM25,2040
534,2022-06-19,DKI1 (Bunderan HI),54,68,26,21,13,45,68,PM25,2520
535,2022-06-20,DKI1 (Bunderan HI),75,109,33,25,21,44,109,PM25,3000
536,2022-06-21,DKI1 (Bunderan HI),52,64,24,16,18,31,64,PM25,1920
537,2022-06-22,DKI1 (Bunderan HI),44,58,27,15,16,32,58,PM25,1800
538,2022-06-23,DKI1 (Bunderan HI),54,79,26,17,24,43,79,PM25,2040
539,2022-06-24,DKI1 (Bunderan HI),65,90,31,17,17,39,90,PM25,2040
540,2022-06-25,DKI1 (Bunderan HI),59,82,36,14,17,32,82,PM25,1680
541,2022-06-26,DKI1 (Bunderan HI),54,66,31,10,21,23,66,PM25,1200
542,2022-06-27,DKI1 (Bunderan HI),65,94,27,18,22,32,94,PM25,2160
543,2022-06-28,DKI1 (Bunderan HI),55,79,24,18,26,38,79,PM25,2160
544,2022-06-29,DKI1 (Bunderan HI),66,94,30,15,20,28,94,PM25,1800
545,2022-06-30,DKI1 (Bunderan HI),65,94,26,19,19,38,94,PM25,2280
546,2022-07-01,DKI1 (Bunderan HI),55,76,27,14,20,31,76,PM25,1680
547,2022-07-02,DKI1 (Bunderan HI),55,70,33,16,14,30,70,PM25,1920
548,2022-07-03,DKI1 (Bunderan HI),58,81,33,12,19,25,81,PM25,1440
549,2022-07-04,DKI1 (Bunderan HI),68,102,27,11,27,22,102,PM25,1320
550,2022-07-05,DKI1 (Bunderan HI),71,106,28,12,34,25,106,PM25,1440
551,2022-07-06,DKI1 (Bunderan HI),56,74,26,9,29,29,74,PM25,1080
552,2022-07-07,DKI1 (Bunderan HI),64,86,34,10,22,27,86,PM25,1200
553,2022-07-08,DKI1 (Bunderan HI),68,94,32,10,26,26,94,PM25,1200
554,2022-07-09,DKI1 (Bunderan HI),70,101,33,9,28,25,101,PM25,1080
555,2022-07-10,DKI1 (Bunderan HI),64,83,35,7,24,23,83,PM25,840
556,2022-07-11,DKI1 (Bunderan HI),54,71,32,6,21,15,71,PM25,720
557,2022-07-12,DKI1 (Bunderan HI),46,59,29,5,18,13,59,PM25,600
558,2022-07-13,DKI1 (Bunderan HI),63,89,33,10,18,24,89,PM25,1200
559,2022-07-14,DKI1 (Bunderan HI),53,69,28,10,17,23,69,PM25,1200
560,2022-07-15,DKI1 (Bunderan HI),66,95,31,12,24,30,95,PM25,1440
561,2022-07-16,DKI1 (Bunderan HI),71,97,30,11,24,29,97,PM25,1320
562,2022-07-17,DKI1 (Bunderan HI),63,80,29,8,28,20,80,PM25,960
563,2022-07-18,DKI1 (Bunderan HI),63,89,31,8,32,19,89,PM25,960
564,2022-07-19,DKI1 (Bunderan HI),66,95,26,10,32,28,95,PM25,1200
565,2022-07-20,DKI1 (Bunderan HI),74,100,27,15,24,24,100,PM25,1800
566,2022-07-21,DKI1 (Bunderan HI),48,66,27,7,26,17,66,PM25,840
567,2022-07-22,DKI1 (Bunderan HI),53,76,31,9,24,26,76,PM25,1080
568,2022-07-23,DKI1 (Bunderan HI),58,80,26,9,27,28,80,PM25,1080
569,2022-07-24,DKI1 (Bunderan HI),53,79,26,13,21,34,79,PM25,1560
570,2022-07-25,DKI1 (Bunderan HI),70,108,25,23,28,38,108,PM25,2760
571,2022-07-26,DKI1 (Bunderan HI),65,95,27,14,17,32,95,PM25,1680
572,2022-07-27,DKI1 (Bunderan HI),61,91,29,10,23,28,91,PM25,1200
573,2022-07-28,DKI1 (Bunderan HI),68,102,31,13,20,30,102,PM25,1560
574,2022-07-29,DKI1 (Bunderan HI),59,85,28,13,24,32,85,PM25,1560
575,2022-07-30,DKI1 (Bunderan HI),73,105,29,12,39,35,105,PM25,1440
576,2022-07-31,DKI1 (Bunderan HI),54,72,26,7,27,24,72,PM25,840
577,2022-08-01,DKI1 (Bunderan HI),51,68,25,8,29,22,68,PM25,960
578,2022-08-02,DKI1 (Bunderan HI),47,63,24,10,25,28,63,PM25,1200
579,2022-08-03,DKI1 (Bunderan HI),50,68,26,11,19,35,68,PM25,1320
580,2022-08-04,DKI1 (Bunderan HI),52,70,29,8,24,26,70,PM25,960
581,2022-08-05,DKI1 (Bunderan HI),52,66,29,9,21,27,66,PM25,1080
582,2022-08-06,DKI1 (Bunderan HI),56,73,28,15,11,28,73,PM25,1800
583,2022-08-07,DKI1 (Bunderan HI),55,71,31,7,18,18,71,PM25,840
584,2022-08-08,DKI1 (Bunderan HI),53,69,33,6,23,16,69,PM25,720
585,2022-08-09,DKI1 (Bunderan HI),52,60,30,6,25,15,60,PM25,720
586,2022-08-10,DKI1 (Bunderan HI),32,50,25,7,29,16,50,PM25,840
587,2022-08-11,DKI1 (Bunderan HI),55,73,25,10,24,25,73,PM25,1200
588,2022-08-12,DKI1 (Bunderan HI),55,70,28,8,20,19,70,PM25,960
589,2022-08-13,DKI1 (Bunderan HI),56,75,28,10,17,28,75,PM25,1200
590,2022-08-14,DKI1 (Bunderan HI),65,92,30,15,24,36,92,PM25,1800
591,2022-08-15,DKI1 (Bunderan HI),56,72,31,8,17,20,72,PM25,960
592,2022-08-16,DKI1 (Bunderan HI),53,70,30,8,17,19,70,PM25,960
593,2022-08-17,DKI1 (Bunderan HI),56,77,28,13,26,22,77,PM25,1560
594,2022-08-18,DKI1 (Bunderan HI),59,78,25,11,27,26,78,PM25,1320
595,2022-08-19,DKI1 (Bunderan HI),60,89,31,15,24,35,89,PM25,1800
596,2022-08-20,DKI1 (Bunderan HI),58,84,29,11,32,34,84,PM25,1320
597,2022-08-21,DKI1 (Bunderan HI),59,80,25,13,26,35,80,PM25,1560
598,2022-08-22,DKI1 (Bunderan HI),59,81,28,14,25,28,81,PM25,1680
599,2022-08-23,DKI1 (Bunderan HI),56,77,28,10,25,27,77,PM25,1200
600,2022-08-24,DKI1 (Bunderan HI),59,87,27,12,32,30,87,PM25,1440
601,2022-08-25,DKI1 (Bunderan HI),62,89,26,12,34,34,89,PM25,1440
602,2022-08-26,DKI1 (Bunderan HI),56,77,27,10,22,33,77,PM25,1200
603,2022-08-27,DKI1 (Bunderan HI),62,89,30,11,25,31,89,PM25,1320
604,2022-08-28,DKI1 (Bunderan HI),65,93,26,11,40,27,93,PM25,1320
605,2022-08-29,DKI1 (Bunderan HI),65,96,28,12,30,29,96,PM25,1440
606,2022-08-30,DKI1 (Bunderan HI),79,112,27,17,39,41,112,PM25,2040
607,2022-08-31,DKI1 (Bunderan HI),64,86,27,12,35,33,86,PM25,1440
608,2022-09-01,DKI1 (Bunderan HI),63,88,29,15,24,38,88,PM25,1800
609,2022-09-02,DKI1 (Bunderan HI),60,83,29,11,30,28,83,PM25,1320
610,2022-09-03,DKI1 (Bunderan HI),60,82,27,11,37,30,82,PM25,1320
611,2022-09-04,DKI1 (Bunderan HI),58,77,26,10,31,28,77,PM25,1200
612,2022-09-05,DKI1 (Bunderan HI),63,85,27,11,28,28,85,PM25,1320
613,2022-09-06,DKI1 (Bunderan HI),68,92,31,11,26,24,92,PM25,1320
614,2022-09-07,DKI1 (Bunderan HI),52,65,28,9,19,24,65,PM25,1080
615,2022-09-08,DKI1 (Bunderan HI),53,76,25,16,23,34,76,PM25,1920
616,2022-09-09,DKI1 (Bunderan HI),45,62,25,12,27,31,62,PM25,1440
617,2022-09-10,DKI1 (Bunderan HI),51,66,27,10,25,32,66,PM25,1200
618,2022-09-11,DKI1 (Bunderan HI),66,93,32,12,34,41,93,PM25,1440
619,2022-09-12,DKI1 (Bunderan HI),61,80,26,10,28,27,80,PM25,1200
620,2022-09-13,DKI1 (Bunderan HI),51,64,29,8,23,21,64,PM25,960
621,2022-09-14,DKI1 (Bunderan HI),31,42,24,8,20,19,42,PM25,960
622,2022-09-15,DKI1 (Bunderan HI),54,81,29,20,20,45,81,PM25,2400
623,2022-09-16,DKI1 (Bunderan HI),48,65,29,9,23,24,65,PM25,1080
624,2022-09-17,DKI1 (Bunderan HI),42,66,29,7,26,20,66,PM25,840
625,2022-09-18,DKI1 (Bunderan HI),50,73,29,8,23,22,73,PM25,960
626,2022-09-19,DKI1 (Bunderan HI),53,78,26,8,33,19,78,PM25,960
627,2022-09-20,DKI1 (Bunderan HI),51,69,27,10,25,34,69,PM25,1200
628,2022-09-21,DKI1 (Bunderan HI),55,81,28,11,29,36,81,PM25,1320
629,2022-09-22,DKI1 (Bunderan HI),57,80,29,11,24,32,80,PM25,1320
630,2022-09-23,DKI1 (Bunderan HI),54,80,29,8,27,22,80,PM25,960
631,2022-09-24,DKI1 (Bunderan HI),57,74,34,8,20,26,74,PM25,960
632,2022-09-25,DKI1 (Bunderan HI),49,67,31,7,24,20,67,PM25,840
633,2022-09-26,DKI1 (Bunderan HI),52,72,28,6,28,19,72,PM25,720
634,2022-09-27,DKI1 (Bunderan HI),51,72,27,12,22,33,72,PM25,1440
