,tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical
107,2021-04-18,DKI5 (Kebon Jeruk) Jakarta Barat,55,93,29,11,32,16,93,PM25
108,2021-04-19,DKI5 (Kebon Jeruk) Jakarta Barat,62,108,32,13,32,19,108,PM25
109,2021-04-20,DKI5 (Kebon Jeruk) Jakarta Barat,51,88,32,9,28,20,88,PM25
110,2021-04-21,DKI5 (Kebon Jeruk) Jakarta Barat,62,105,25,15,25,25,105,PM25
111,2021-04-22,DKI5 (Kebon Jeruk) Jakarta Barat,56,96,26,9,39,17,96,PM25
112,2021-04-23,DKI5 (Kebon Jeruk) Jakarta Barat,66,111,26,12,33,22,111,PM25
113,2021-04-24,DKI5 (Kebon Jeruk) Jakarta Barat,60,99,29,12,37,24,99,PM25
114,2021-04-25,DKI5 (Kebon Jeruk) Jakarta Barat,58,97,23,12,27,19,97,PM25
115,2021-04-26,DKI5 (Kebon Jeruk) Jakarta Barat,52,82,28,10,26,19,82,PM25
116,2021-04-27,DKI5 (Kebon Jeruk) Jakarta Barat,56,95,33,9,28,18,95,PM25
117,2021-04-28,DKI5 (Kebon Jeruk) Jakarta Barat,49,81,21,10,26,22,81,PM25
118,2021-04-29,DKI5 (Kebon Jeruk) Jakarta Barat,43,73,22,14,26,25,73,PM25
119,2021-04-30,DKI5 (Kebon Jeruk) Jakarta Barat,52,83,23,12,28,23,83,PM25
120,2021-05-01,DKI5 (Kebon Jeruk) Jakarta Barat,47,77,22,9,27,15,77,PM25
121,2021-05-02,DKI5 (Kebon Jeruk) Jakarta Barat,41,69,29,7,23,11,69,PM25
122,2021-05-03,DKI5 (Kebon Jeruk) Jakarta Barat,42,69,34,7,25,12,69,PM25
123,2021-05-04,DKI5 (Kebon Jeruk) Jakarta Barat,50,77,40,10,19,24,77,PM25
124,2021-05-05,DKI5 (Kebon Jeruk) Jakarta Barat,54,90,25,14,21,25,90,PM25
125,2021-05-06,DKI5 (Kebon Jeruk) Jakarta Barat,37,67,19,11,29,20,67,PM25
126,2021-05-07,DKI5 (Kebon Jeruk) Jakarta Barat,50,82,21,20,31,32,82,PM25
127,2021-05-08,DKI5 (Kebon Jeruk) Jakarta Barat,43,74,21,8,30,14,74,PM25
128,2021-05-09,DKI5 (Kebon Jeruk) Jakarta Barat,33,58,17,6,38,6,58,PM25
129,2021-05-10,DKI5 (Kebon Jeruk) Jakarta Barat,40,72,23,8,38,8,72,PM25
130,2021-05-11,DKI5 (Kebon Jeruk) Jakarta Barat,53,89,29,9,38,13,89,PM25
131,2021-05-12,DKI5 (Kebon Jeruk) Jakarta Barat,50,83,27,8,36,10,83,PM25
132,2021-05-13,DKI5 (Kebon Jeruk) Jakarta Barat,65,115,25,14,31,13,115,PM25
133,2021-05-14,DKI5 (Kebon Jeruk) Jakarta Barat,51,81,25,7,32,6,81,PM25
134,2021-05-15,DKI5 (Kebon Jeruk) Jakarta Barat,51,81,24,10,25,13,81,PM25
135,2021-05-16,DKI5 (Kebon Jeruk) Jakarta Barat,39,69,23,8,28,8,69,PM25
136,2021-05-17,DKI5 (Kebon Jeruk) Jakarta Barat,45,75,22,10,29,13,75,PM25
137,2021-05-18,DKI5 (Kebon Jeruk) Jakarta Barat,30,56,24,7,39,12,56,PM25
138,2021-05-19,DKI5 (Kebon Jeruk) Jakarta Barat,51,82,22,15,26,24,82,PM25
139,2021-05-20,DKI5 (Kebon Jeruk) Jakarta Barat,51,87,26,8,28,16,87,PM25
140,2021-05-21,DKI5 (Kebon Jeruk) Jakarta Barat,50,84,25,13,26,24,84,PM25
141,2021-05-22,DKI5 (Kebon Jeruk) Jakarta Barat,52,90,21,14,30,21,90,PM25
142,2021-05-23,DKI5 (Kebon Jeruk) Jakarta Barat,63,109,24,23,27,40,109,PM25
143,2021-05-24,DKI5 (Kebon Jeruk) Jakarta Barat,64,108,25,17,30,25,108,PM25
144,2021-05-25,DKI5 (Kebon Jeruk) Jakarta Barat,44,70,24,9,30,22,70,PM25
145,2021-05-26,DKI5 (Kebon Jeruk) Jakarta Barat,48,79,34,7,24,17,79,PM25
146,2021-05-27,DKI5 (Kebon Jeruk) Jakarta Barat,34,61,32,5,20,11,61,PM25
147,2021-05-28,DKI5 (Kebon Jeruk) Jakarta Barat,49,77,37,8,20,19,77,PM25
148,2021-05-29,DKI5 (Kebon Jeruk) Jakarta Barat,54,88,37,11,19,29,88,PM25
149,2021-05-30,DKI5 (Kebon Jeruk) Jakarta Barat,46,66,24,15,18,29,66,PM25
150,2021-05-31,DKI5 (Kebon Jeruk) Jakarta Barat,52,82,21,11,27,18,82,PM25
151,2021-06-01,DKI5 (Kebon Jeruk) Jakarta Barat,57,98,27,12,26,22,98,PM25
152,2021-06-02,DKI5 (Kebon Jeruk) Jakarta Barat,57,92,25,15,27,27,92,PM25
153,2021-06-03,DKI5 (Kebon Jeruk) Jakarta Barat,53,90,23,18,19,36,90,PM25
154,2021-06-04,DKI5 (Kebon Jeruk) Jakarta Barat,53,89,29,9,25,19,89,PM25
155,2021-06-05,DKI5 (Kebon Jeruk) Jakarta Barat,57,---,24,15,21,29,57,PM10
156,2021-06-06,DKI5 (Kebon Jeruk) Jakarta Barat,54,---,23,13,25,22,54,PM10
157,2021-06-07,DKI5 (Kebon Jeruk) Jakarta Barat,53,---,25,12,32,21,53,PM10
158,2021-06-08,DKI5 (Kebon Jeruk) Jakarta Barat,52,91,25,12,27,28,91,PM25
159,2021-06-09,DKI5 (Kebon Jeruk) Jakarta Barat,52,86,29,9,28,19,86,PM25
160,2021-06-10,DKI5 (Kebon Jeruk) Jakarta Barat,61,108,24,18,22,34,108,PM25
161,2021-06-11,DKI5 (Kebon Jeruk) Jakarta Barat,53,87,22,10,29,25,87,PM25
162,2021-06-12,DKI5 (Kebon Jeruk) Jakarta Barat,49,81,28,10,29,26,81,PM25
163,2021-06-13,DKI5 (Kebon Jeruk) Jakarta Barat,47,77,25,10,23,20,77,PM25
164,2021-06-14,DKI5 (Kebon Jeruk) Jakarta Barat,57,98,27,13,18,25,98,PM25
165,2021-06-15,DKI5 (Kebon Jeruk) Jakarta Barat,56,89,42,10,16,27,89,PM25
166,2021-06-16,DKI5 (Kebon Jeruk) Jakarta Barat,58,97,28,25,9,55,97,PM25
167,2021-06-17,DKI5 (Kebon Jeruk) Jakarta Barat,54,90,30,17,16,41,90,PM25
168,2021-06-18,DKI5 (Kebon Jeruk) Jakarta Barat,62,101,28,23,16,45,101,PM25
169,2021-06-19,DKI5 (Kebon Jeruk) Jakarta Barat,53,83,34,19,11,45,83,PM25
170,2021-06-20,DKI5 (Kebon Jeruk) Jakarta Barat,74,123,47,26,20,58,123,PM25
171,2021-06-21,DKI5 (Kebon Jeruk) Jakarta Barat,50,68,23,16,12,35,68,PM25
172,2021-06-22,DKI5 (Kebon Jeruk) Jakarta Barat,35,67,28,13,13,35,67,PM25
173,2021-06-23,DKI5 (Kebon Jeruk) Jakarta Barat,58,103,26,14,23,28,103,PM25
174,2021-06-24,DKI5 (Kebon Jeruk) Jakarta Barat,64,107,39,19,17,52,107,PM25
175,2021-06-25,DKI5 (Kebon Jeruk) Jakarta Barat,76,129,35,30,14,63,129,PM25
176,2021-06-26,DKI5 (Kebon Jeruk) Jakarta Barat,45,70,39,8,16,22,70,PM25
177,2021-06-27,DKI5 (Kebon Jeruk) Jakarta Barat,68,120,28,22,17,41,120,PM25
178,2021-06-28,DKI5 (Kebon Jeruk) Jakarta Barat,59,99,25,17,21,30,99,PM25
179,2021-06-29,DKI5 (Kebon Jeruk) Jakarta Barat,72,128,35,24,21,50,128,PM25
180,2021-06-30,DKI5 (Kebon Jeruk) Jakarta Barat,64,106,28,16,14,33,106,PM25
181,2021-07-01,DKI5 (Kebon Jeruk) Jakarta Barat,54,88,31,12,17,28,88,PM25
182,2021-07-02,DKI5 (Kebon Jeruk) Jakarta Barat,56,90,29,23,11,51,90,PM25
183,2021-07-03,DKI5 (Kebon Jeruk) Jakarta Barat,60,103,31,13,20,27,103,PM25
184,2021-07-04,DKI5 (Kebon Jeruk) Jakarta Barat,73,126,32,13,26,25,126,PM25
185,2021-07-05,DKI5 (Kebon Jeruk) Jakarta Barat,66,115,35,11,36,20,115,PM25
186,2021-07-06,DKI5 (Kebon Jeruk) Jakarta Barat,52,80,32,8,32,23,80,PM25
187,2021-07-07,DKI5 (Kebon Jeruk) Jakarta Barat,60,101,36,10,31,23,101,PM25
188,2021-07-08,DKI5 (Kebon Jeruk) Jakarta Barat,62,108,37,10,30,23,108,PM25
189,2021-07-09,DKI5 (Kebon Jeruk) Jakarta Barat,65,113,40,11,34,22,113,PM25
190,2021-07-10,DKI5 (Kebon Jeruk) Jakarta Barat,55,85,42,6,26,17,85,PM25
191,2021-07-11,DKI5 (Kebon Jeruk) Jakarta Barat,46,70,40,6,18,13,70,PM25
192,2021-07-12,DKI5 (Kebon Jeruk) Jakarta Barat,39,58,28,6,14,14,58,PM25
193,2021-07-13,DKI5 (Kebon Jeruk) Jakarta Barat,59,102,42,11,19,26,102,PM25
194,2021-07-14,DKI5 (Kebon Jeruk) Jakarta Barat,51,82,38,9,20,26,82,PM25
195,2021-07-15,DKI5 (Kebon Jeruk) Jakarta Barat,75,129,35,14,26,26,129,PM25
196,2021-07-16,DKI5 (Kebon Jeruk) Jakarta Barat,70,114,33,11,30,22,114,PM25
197,2021-07-17,DKI5 (Kebon Jeruk) Jakarta Barat,57,89,32,8,32,19,89,PM25
198,2021-07-18,DKI5 (Kebon Jeruk) Jakarta Barat,67,115,33,13,34,27,115,PM25
199,2021-07-19,DKI5 (Kebon Jeruk) Jakarta Barat,61,108,28,9,38,20,108,PM25
200,2021-07-20,DKI5 (Kebon Jeruk) Jakarta Barat,70,112,32,14,24,21,112,PM25
201,2021-07-21,DKI5 (Kebon Jeruk) Jakarta Barat,49,80,31,8,18,19,80,PM25
202,2021-07-22,DKI5 (Kebon Jeruk) Jakarta Barat,51,85,37,9,22,27,85,PM25
203,2021-07-23,DKI5 (Kebon Jeruk) Jakarta Barat,53,85,30,8,27,25,85,PM25
204,2021-07-24,DKI5 (Kebon Jeruk) Jakarta Barat,49,83,27,11,23,32,83,PM25
205,2021-07-25,DKI5 (Kebon Jeruk) Jakarta Barat,77,131,28,24,27,42,131,PM25
206,2021-07-26,DKI5 (Kebon Jeruk) Jakarta Barat,66,116,29,16,24,31,116,PM25
207,2021-07-27,DKI5 (Kebon Jeruk) Jakarta Barat,64,110,32,13,29,35,110,PM25
208,2021-07-28,DKI5 (Kebon Jeruk) Jakarta Barat,70,130,33,17,28,45,130,PM25
209,2021-07-29,DKI5 (Kebon Jeruk) Jakarta Barat,78,140,32,18,29,39,140,PM25
210,2021-07-30,DKI5 (Kebon Jeruk) Jakarta Barat,75,121,37,12,50,21,121,PM25
211,2021-07-31,DKI5 (Kebon Jeruk) Jakarta Barat,53,80,29,6,34,13,80,PM25
212,2021-08-01,DKI5 (Kebon Jeruk) Jakarta Barat,44,70,30,8,29,11,70,PM25
213,2021-08-02,DKI5 (Kebon Jeruk) Jakarta Barat,46,75,27,8,27,12,75,PM25
214,2021-08-03,DKI5 (Kebon Jeruk) Jakarta Barat,53,80,30,9,27,21,80,PM25
